payment_id,status,delivery_time_hours,failure_reason
P001995,Completed,31.1,
P002212,Failed,,Regulatory Block
P002015,Completed,63.3,
P000424,Completed,67.2,
P003699,Completed,2.6,
P003666,Completed,17.3,
P000171,Delayed,170.2,
P003861,completed,68.4,
P004034,Completed,-6.5,
P004430,Completed,52.2,
P004218,Completed,55.0,
P001804,completed,2.1,
P003502,Completed,18.3,
P001467,Completed,71.2,
P000962,Completed,36.5,
P000088,Completed,62.4,
P003920,Completed,41.4,
P003635,Completed,66.3,
P002890,Completed,39.2,
P003849,Completed,26.7,
P003919,Completed,41.5,
P002632,Completed,44.5,
P003902,Completed,70.1,
P004039,Completed,21.2,
P003726,Failed,,Insufficient Funds
P000745,Completed,11.0,
P004087,Delayed,116.8,
P003057,Completed,48.0,
P000146,Completed,11.8,
P003308,Completed,21.6,
P002798,Completed,1.4,
P000940,Delayed,97.7,
P002288,Completed,46.8,
P001072,Completed,22.5,Compliance Hold
P003887,Completed,52.1,
P001393,Completed,67.9,
P000126,Completed,58.2,
P002105,Completed,8.8,
P004185,Completed,20.1,
P004105,Completed,71.3,
P001412,Completed,11.9,
P000226,Completed,10.8,
P002871,Completed,45.1,
P002736,Completed,45.5,
P001075,Completed,2.9,
P000496,Completed,25.3,
P003458,Completed,31.3,
P000568,Completed,55.6,
P000876,Completed,65.4,
P002677,Delayed,152.9,
P002020,Delayed,97.8,
P001640,Completed,20.2,
P000722,Completed,63.4,
P002564,Failed,,Network Error
P000283,Completed,67.4,
P002018,Completed,42.8,
P003883,Completed,8.4,
P003078,Completed,15.2,
P002042,Completed,48.4,
P004408,Completed,13.9,
P002575,Completed,2.5,
P000977,Completed,61.3,
P000326,Completed,69.8,
P003361,Completed,64.8,
P001273,Completed,61.2,
P000092,Completed,69.1,
P000370,Completed,53.6,
P002292,Completed,,
P004334,Completed,31.2,
P004402,Completed,62.9,
P003848,Failed,,Regulatory Block
P002259,Delayed,128.9,
P003802,Completed,66.8,
P001821,Completed,70.6,
P003742,Completed,67.8,
P003500,Completed,32.7,
P003307,Completed,6.9,
P001050,Completed,38.1,
P000744,Completed,67.8,
P003109,Delayed,146.9,
P000774,Delayed,134.8,
P002493,Failed,,Regulatory Block
P000552,Completed,24.6,
P003333,Completed,50.7,
P001792,Completed,5.3,
P002891,Completed,37.7,
P003257,Completed,61.4,
P000817,Failed,,Compliance Hold
P002631,Completed,51.7,
P003124,Completed,46.7,
P001326,Failed,,Network Error
P003459,Completed,24.8,
P003106,Completed,18.5,
P004242,Completed,53.1,
P003674,Completed,39.4,
P003011,Completed,50.6,
P000047,Delayed,109.3,
P002255,Completed,39.5,
P002102,Completed,69.7,
P001631,Failed,,Network Error
P001110,Completed,19.9,
P001642,Delayed,215.4,
P000732,Completed,45.7,
P002775,Completed,29.1,
P004279,Completed,42.1,
P000001,Completed,51.0,
P003098,Completed,57.5,
P001204,Completed,7.9,
P001551,Failed,,Insufficient Funds
P003558,Completed,19.2,
P001622,Failed,,Network Error
P002763,Completed,31.0,
P003715,Completed,1.6,
P004012,Completed,12.6,
P000023,Completed,60.1,
P002405,Completed,36.7,
P000926,Delayed,111.8,
P002617,Completed,37.2,
P004202,Completed,56.9,
P003292,Completed,45.9,
P003256,Completed,54.1,
P002966,Completed,6.0,
P001476,Completed,59.0,Invalid Account Details
P001411,completed,45.2,
P003549,Failed,,Invalid Account Details
P001553,Completed,47.6,
P002058,Completed,13.6,
P001818,Completed,7.9,
P003803,Completed,71.3,
P003034,Completed,2.1,
P003055,Completed,59.9,
P003621,Completed,54.5,
P003933,Completed,12.1,
P000969,completed,41.1,
P001275,Completed,32.9,
P001776,Completed,66.5,
P001039,Failed,,Network Error
P000158,Completed,22.6,
P000310,Failed,,Network Error
P003402,Completed,30.7,
P002840,Completed,49.5,
P002445,Completed,54.0,
P002834,Completed,51.9,
P002303,Completed,71.7,
P003566,Completed,,
P000438,Completed,67.9,
P004481,Delayed,155.6,
P002543,Completed,51.7,
P001717,Completed,23.8,
P003656,Completed,6.8,
P002341,Completed,53.1,
P003571,Completed,28.9,
P004247,completed,32.2,
P002065,Completed,24.5,
P000350,Delayed,173.8,
P003709,Completed,22.4,
P003176,Completed,39.9,
P003962,Failed,,Compliance Hold
P000412,Completed,55.4,
P002278,Delayed,134.3,
P002585,Completed,60.5,
P000883,Completed,10.1,
P002321,Completed,26.5,
P002495,Completed,68.4,
P002382,Completed,13.5,
P002927,Completed,28.3,
P002316,Completed,51.9,
P003694,Delayed,197.5,
P002887,Completed,36.5,
P003928,Completed,51.1,
P001556,Completed,19.7,
P002191,Delayed,211.7,
P000469,Completed,47.4,
P003860,Completed,44.2,
P002500,Completed,63.0,
P001000,Completed,34.5,
P003328,Completed,68.6,
P003471,Completed,64.8,
P000419,Completed,38.2,
P002893,Completed,57.1,
P004173,Completed,31.4,
P002263,Delayed,132.4,
P003903,Completed,71.3,
P001079,Delayed,155.6,
P003050,Completed,19.0,
P000871,Completed,56.4,
P003679,Delayed,229.8,
P004191,Completed,27.1,
P002620,Completed,3.2,Network Error
P003380,Delayed,136.6,
P000258,Completed,24.3,
P000997,Delayed,164.9,
P003150,Completed,50.5,
P003618,Completed,12.4,
P001720,Completed,1.3,
P003971,Completed,60.5,
P002378,Completed,57.1,
P003973,Completed,67.1,
P001194,Completed,10.5,
P001862,Completed,9.0,
P000529,Completed,61.6,
P000406,completed,54.0,
