rate_id,date,currency_pair,exchange_rate
R002725,2024-12-23,USD/CAD,1.3765
R002240,2024-10-20,usd-cad,1.3593
R002382,2024-11-08,USD/CAD,1.3371
R001254,2024-06-13,USD/INR,83.5112
R001054,2024-05-18,USD/AUD,1.524
R001669,2024-08-06,EUR/GBP,0.8571
R002564,2024-12-02,USD/GBP,0.782
R003001,2025-01-29,USD_CAD,1.3242
R001358,06/27/2024,USD/EUR,0.9236
R000776,2024-04-11,USD/GBP,0.7678
R002642,12/12/2024,USD/CNY,7.1643
R000840,2024-04-19,USD/CNY,7.1646
R000628,2024-03-22,USD/CNY,7.171
R000324,2024-02-12,USD/EUR,0.9392
R002737,2024-12-25,USD/EUR,0.9169
R002967,2025-01-25,USD/INR,83.4933
R001868,2024-09-01,USD/GBP,0.7888
R001161,2024-06-01,USD/JPY,144.7884
R001077,2024-05-21,USD/CAD,1.329
R000438,2024-02-27,USD/JPY,146.4505
R000120,2024-01-16,EUR/GBP,0.8564
R002666,2024-12-16,USD/EUR,0.9074
R002494,2024-11-23,USD/EUR,0.9333
R002671,2024-12-16,USD/AUD,1.5094
R001815,2024-08-25,USD/JPY,148.1012
R001840,2024-08-28,USD/AUD,1.5168
R001027,2024-05-15,USD/INR,83.2316
R000077,2024-01-11,USD/EUR,0.9208
R000901,2024-04-28,USD/EUR,0.9234
R000372,2024-02-18,USD/JPY,149.2395
R001205,2024-06-07,USD/GBP,0.7804
R002825,2025-01-06,USD/EUR,0.9195
R000942,2024-05-03,USD/AUD,1.5333
R000553,2024-03-13,USD/GBP,0.7891
R000407,2024-02-23,USD/EUR,0.9102
R002118,2024-10-04,USD/GBP,0.7722
R001614,2024-07-30,USD/CAD,1.3489
R000969,2024-05-07,USD/JPY,148.4404
R002350,2024-11-04,USD/INR,82.8738
R001747,2024-08-16,USD/AUD,1.5348
R000690,2024-03-31,USD/GBP,0.7835
R001739,2024-08-15,USD/AUD,1.5344
R000237,2024-01-31,USD/AUD,1.4892
R002895,2025-01-15,USD/INR,83.6229
R001987,2024-09-17,USD/GBP,0.7857
R001984,2024-09-16,EUR_GBP,0.8573
R000500,2024-03-06,USD/JPY,-146.4465
R000823,2024-04-17,USD/CAD,1.381
R000795,2024-04-13,EUR/GBP,0.8408
R000991,2024-05-10,USD/INR,83.3734
R000568,2024-03-15,USD_EUR,0.9107
R002436,2024-11-15,USD/AUD,1.5144
R000391,2024-02-20,EUR/GBP,0.8424
R000744,04/07/2024,USD/EUR,
R002401,2024-11-11,USD/EUR,0.9134
R001218,2024-06-08,EUR/GBP,0.8524
R000236,01/31/2024,usd-cad,1.3586
R002792,2025-01-01,USD/AUD,1.5115
R000481,2024-03-03,USD/CNY,7.1708
R002043,2024-09-24,USD/AUD,1.512
R001678,2024-08-07,USD/CNY,7.2892
R002772,2024-12-29,USD/CAD,1.3399
R002925,2025-01-19,USD/CAD,1.3512
R002615,2024-12-09,USD/GBP,0.7847
R002675,2024-12-17,USD/GBP,0.7721
R000121,2024-01-16,USD/CNY,7.2368
R001273,2024-06-15,EUR/GBP,0.8407
R000927,2024-05-01,USD/JPY,147.67
R001595,2024-07-28,USD/GBP,0.7616
R000224,01/30/2024,USD/EUR,0.9052
R000767,2024-04-09,USD/CNY,7.1775
R000614,2024-03-21,USD/EUR,0.9096
R001246,2024-06-12,USD/INR,82.1817
R001541,2024-07-21,USD/GBP,0.7798
R000053,2024-01-07,EUR/GBP,0.8442
R000530,2024-03-10,USD/GBP,0.7729
R001900,2024-09-05,EUR/GBP,0.8475
R002969,2025-01-25,USD/CAD,1.3254
R000819,2024-04-17,USD/EUR,0.9208
R000156,2024-01-21,USD/INR,82.6057
R002914,2025-01-18,USD/EUR,
R000249,2024-02-02,USD/GBP,0.7938
R000762,2024-04-09,USD/INR,83.3015
R001895,2024-09-05,USD/GBP,0.7793
R002030,2024-09-23,USD/EUR,0.9155
R001131,2024-05-28,USD/AUD,1.5249
R000543,2024-03-11,EUR/GBP,0.8545
R000794,2024-04-13,USD/AUD,1.5006
R001726,2024-08-14,USD/EUR,0.93
R000629,2024-03-23,USD/EUR,0.9205
R002199,2024-10-15,USD/EUR,0.9141
R002736,2024-12-24,USD/CNY,7.1419
R002340,2024-11-02,USD/CNY,7.1326
R002430,2024-11-14,USD/CNY,7.156
R002883,2025-01-13,EUR/GBP,0.8448
R001368,2024-06-28,USD/INR,82.4235
R001621,2024-07-31,USD/JPY,148.6682
R002820,2025-01-05,USD/INR,81.5962
R001072,05/20/2024,USD/CNY,7.2143
R000555,2024-03-13,USD/JPY,149.0013
R001829,2024-08-27,USD/INR,83.118
R000827,2024-04-18,USD/GBP,0.7923
R003040,2025-02-03,EUR/GBP,0.8482
R001985,2024-09-16,USD/CNY,7.2484
R001838,2024-08-28,usd-jpy,148.6612
R000536,2024-03-10,USD/CNY,7.1834
R002705,2024-12-21,USD/EUR,0.9223
R000155,2024-01-21,USD/GBP,0.7823
R002613,2024-12-08,USD/CNY,7.1655
R002849,01/09/2025,USD/INR,82.6942
R000323,2024-02-11,USD/CNY,7.1213
R001711,2024-08-12,USD/EUR,0.9302
R000015,2024-01-02,EUR/GBP,0.8353
R001799,2024-08-23,USD/JPY,150.0979
R002997,2025-01-29,USD/EUR,0.9224
R000083,01/12/2024,USD/EUR,0.9336
R002561,2024-12-01,EUR/GBP,0.8414
R001944,2024-09-11,USD/AUD,1.5148
R001989,2024-09-17,USD/JPY,147.5474
R001384,2024-06-30,USD/JPY,147.6005
R001575,2024-07-25,USD/CAD,1.3563
R002059,2024-09-26,EUR/GBP,0.8522
R002917,2025-01-18,USD/JPY,148.2393
R001495,2024-07-15,USD/EUR,0.9342
R000832,2024-04-18,USD/CNY,7.114
R002081,2024-09-29,USD/CAD,1.35
R001175,2024-06-03,USD/INR,82.5727
R000414,2024-02-24,USD/EUR,0.9318
R001818,2024-08-25,USD/CNY,7.1284
R000166,2024-01-22,USD/CAD,1.3556
R002611,2024-12-08,USD/AUD,1.5299
R002960,2025-01-24,USD/JPY,146.8572
R000615,2024-03-21,USD/GBP,0.7991
R001015,2024-05-13,EUR/GBP,0.8648
R002138,2024-10-06,EUR/GBP,0.8632
R002781,2024-12-30,USD/CNY,7.2428
R001238,2024-06-11,USD/INR,82.7394
R002182,2024-10-12,EUR/GBP,0.847
R000556,2024-03-13,USD/CAD,1.3444
R002369,2024-11-06,USD/CNY,7.0998
R002842,2025-01-08,USD/JPY,146.2478
R001212,2024-06-08,USD/EUR,0.9136
R002819,2025-01-05,USD/GBP,0.7831
R000635,2024-03-23,USD/CNY,7.1073
R001056,2024-05-18,USD/CNY,7.1318
R002341,2024-11-03,USD/EUR,0.9264
R001709,08/11/2024,EUR/GBP,0.8489
R000797,2024-04-14,USD/EUR,0.9196
R002795,2025-01-02,USD/EUR,0.9197
R000175,2024-01-23,USD/AUD,1.5242
R000246,2024-02-01,EUR/GBP,0.8472
R001081,2024-05-22,USD/EUR,0.9168
R001655,2024-08-04,USD/CNY,7.2043
R003000,2025-01-29,USD/JPY,148.2694
R000145,01/19/2024,USD/CNY,7.1987
R000146,2024-01-20,USD/EUR,0.9272
R000091,2024-01-13,USD/EUR,0.9209
R000683,2024-03-30,USD/INR,82.7636
R000311,2024-02-10,USD/GBP,0.7783
R000094,2024-01-13,USD/JPY,148.0134
R002867,2025-01-11,USD/AUD,1.5073
R001957,2024-09-13,USD/JPY,145.3285
R000925,2024-05-01,USD/EUR,0.931
R002778,2024-12-30,USD/JPY,148.1414
R001910,2024-09-07,usd-eur,0.9213
R001036,2024-05-16,USD/JPY,150.8374
R001401,2024-07-02,USD/AUD,1.5041
R002292,2024-10-27,USD/CAD,1.3632
R001501,2024-07-15,EUR/GBP,
R002263,2024-10-23,USD/AUD,1.5388
R001469,2024-07-11,EUR/GBP,0.8398
R000999,2024-05-11,USD/INR,82.7248
R000854,2024-04-21,USD/AUD,1.5381
R002474,2024-11-20,USD/CAD,1.3314
R002205,10/15/2024,EUR/GBP,0.8419
R001143,2024-05-30,USD/GBP,0.7788
R001144,2024-05-30,USD/INR,83.3045
R002275,2024-10-25,USD/GBP,0.7715
R002049,2024-09-25,USD/CAD,1.3456
R000402,2024-02-22,USD/JPY,147.6099
R001104,2024-05-24,USD/CNY,7.17
R000085,2024-01-12,USD/INR,
R002211,2024-10-16,USD/AUD,1.501
R002920,2025-01-18,EUR/GBP,0.861
R000115,2024-01-16,USD/GBP,0.7785
R002643,2024-12-13,USD/EUR,0.9122
R001586,2024-07-27,USD/EUR,0.9264
R001568,2024-07-24,USD/AUD,1.5278
R001502,2024-07-15,USD/CNY,7.1404
R001661,2024-08-05,USD/AUD,1.54
R001557,2024-07-23,USD/GBP,0.7871
R002008,2024-09-20,USD/EUR,0.9125
R000626,2024-03-22,USD/AUD,1.5122
R001886,2024-09-03,USD/CNY,7.2001
R001867,2024-09-01,USD/EUR,0.9295
R000953,2024-05-05,USD/GBP,0.7702
R002307,2024-10-29,USD/JPY,149.401
R000625,2024-03-22,USD/CAD,1.3715
R000235,2024-01-31,USD/JPY,151.6838
R002184,2024-10-13,USD/EUR,0.9326
R002035,09/23/2024,USD/AUD,1.5361
R001827,2024-08-27,USD/EUR,0.91
R002875,2025-01-12,USD/AUD,1.5195
R002641,12/12/2024,EUR/GBP,0.8654
R001315,2024-06-21,USD/INR,83.2086
R001526,2024-07-19,USD/EUR,0.93
R001563,2024-07-24,USD/EUR,0.8977
R001753,2024-08-17,USD/JPY,147.5287
R001606,2024-07-29,USD/CAD,1.3371
R000344,2024-02-14,EUR/GBP,0.8457
R003012,2025-01-31,USD/EUR,0.9322
R002342,2024-11-03,USD/GBP,0.7833
R002413,2024-11-12,USD/AUD,1.5029
R002227,2024-10-18,USD/CNY,7.2819
R000997,2024-05-11,USD/EUR,0.9365
R002063,2024-09-27,USD/INR,83.5249
R001111,2024-05-25,USD/CNY,7.1663
R002214,2024-10-17,USD/EUR,0.9158
R001360,2024-06-27,USD/INR,83.3526
R002108,2024-10-02,USD/CNY,7.2258
R000710,2024-04-02,EUR/GBP,0.8644
R001879,2024-09-02,EUR/GBP,0.8357
R001379,2024-06-29,USD/AUD,1.5108
R000425,2024-02-25,USD/AUD,1.5298
R000293,2024-02-07,USD/CNY,7.1377
R001066,2024-05-20,USD/GBP,0.7713
R002378,2024-11-08,USD/EUR,0.9078
R001639,2024-08-02,USD/AUD,1.5514
R002478,2024-11-21,USD/EUR,0.9334
R001013,2024-05-13,USD/JPY,151.5818
R002128,2024-10-05,USD/JPY,150.1548
R001718,2024-08-13,USD/EUR,0.9218
R000938,2024-05-03,USD/EUR,0.9265
R000835,2024-04-19,USD/INR,83.1711
R000255,2024-02-02,USD/CNY,7.0709
R001483,2024-07-13,USD/CAD,1.3733
R003009,2025-01-30,USD/CAD,1.3646
R001408,2024-07-03,USD/CAD,1.3703
R002942,2025-01-21,EUR/GBP,0.846
R002185,2024-10-13,USD/GBP,0.7627
R000724,2024-04-04,USD/CAD,1.36
R000970,2024-05-07,USD/CAD,1.3307
R000497,2024-03-06,USD/EUR,0.9105
R000951,2024-05-04,USD/CNY,7.1627
R000806,2024-04-15,USD/INR,82.9428
R001830,2024-08-27,USD/JPY,148.528
R002178,2024-10-12,USD/INR,-83.3537
R001740,08/15/2024,EUR/GBP,0.8645
R000338,2024-02-13,USD/CNY,7.1569
R000731,2024-04-05,USD/JPY,148.7908
R000609,03/20/2024,USD/JPY,145.8586
R001149,2024-05-30,USD/CNY,7.2945
R002244,2024-10-21,USD/GBP,0.7678
R001714,2024-08-12,USD/CAD,1.3614
R003022,2025-02-01,USD/INR,82.8146
R000910,2024-04-29,USD/GBP,0.7969
R002633,2024-12-11,USD/AUD,1.523
R002152,2024-10-08,EUR/GBP,0.8641
R002011,2024-09-20,USD/CAD,1.3283
R002492,2024-11-22,EUR/GBP,0.8441
R001811,2024-08-24,USD/CNY,7.1453
R001995,2024-09-18,USD/JPY,149.0219
R000720,2024-04-04,USD/EUR,0.9195
R001570,2024-07-24,USD/CNY,7.142
R002276,2024-10-25,USD/INR,82.2966
R000435,2024-02-26,USD/CNY,7.2879
R001300,06/19/2024,USD/INR,83.4677
R002175,2024-10-11,USD/CNY,7.12
R000406,2024-02-22,USD/CNY,7.2247
R000822,2024-04-17,USD/JPY,150.5929
R001790,2024-08-22,USD/INR,84.3153
R002944,2025-01-22,USD/GBP,0.7785
R002352,2024-11-04,USD/CAD,1.3583
R002316,2024-10-30,USD/AUD,1.5264
R001859,2024-08-31,USD/EUR,0.9227
R001558,2024-07-23,USD/INR,82.5318
R000546,2024-03-12,USD/GBP,0.7738
R000213,2024-01-28,USD/AUD,1.5345
R000897,2024-04-27,USD/CAD,1.3477
R001942,2024-09-11,USD/INR,82.8741
R001892,2024-09-04,USD/AUD,1.5201
R000917,2024-04-30,USD/EUR,0.9256
R002724,2024-12-23,USD/JPY,150.7003
R001290,2024-06-17,USD/CNY,7.0254
R000815,2024-04-16,usd-cad,1.3639
R001266,2024-06-14,EUR/GBP,0.838
R000343,2024-02-14,USD/AUD,1.5237
R002598,2024-12-07,USD/EUR,0.9219
R001411,2024-07-03,USD/CNY,7.2754
R001215,2024-06-08,USD/JPY,148.062
R000967,2024-05-07,USD/EUR,0.9138
R001231,2024-06-10,USD/JPY,147.6721
R002344,2024-11-03,USD/JPY,147.7188
R000696,2024-03-31,USD/CNY,7.1578
R002122,2024-10-04,USD/AUD,1.5319
R000606,2024-03-20,USD/EUR,0.9373
R000105,01/14/2024,USD/CNY,7.1684
R000646,2024-03-25,USD/INR,82.9731
R001405,2024-07-03,USD/GBP,0.7878
R000495,2024-03-05,EUR/GBP,0.8629
R002488,2024-11-22,USD/INR,83.1622
R001020,2024-05-14,USD/JPY,149.1299
R000092,2024-01-13,USD/GBP,0.7876
R001113,2024-05-26,USD/GBP,0.7868
R000909,2024-04-29,USD/EUR,0.9259
R001475,2024-07-12,USD/CAD,1.3394
R001742,08/16/2024,USD/EUR,0.9184
R002151,2024-10-08,USD/AUD,1.5173
R000239,2024-01-31,USD/CNY,7.1325
R000943,05/03/2024,EUR/GBP,0.8555
R001271,2024-06-15,USD/JPY,150.1206
R000939,2024-05-03,usd-gbp,0.7819
R001425,2024-07-05,usd-cny,7.105
R001863,2024-08-31,USD/CAD,1.3607
R001670,2024-08-06,USD/CNY,7.2193
R000006,2024-01-01,USD/AUD,1.5164
R000248,02/02/2024,USD/EUR,0.914
R000019,2024-01-03,USD/INR,82.4445
R002170,10/11/2024,USD/INR,83.588
R001971,2024-09-15,USD/GBP,0.7846
R002710,2024-12-21,USD/AUD,1.5438
R002233,2024-10-19,USD/AUD,1.4901
R002323,2024-10-31,USD/CAD,1.3562
R002482,2024-11-21,USD/CAD,1.3732
R000812,2024-04-16,USD/GBP,0.7766
R001301,2024-06-19,USD/JPY,147.5079
R001336,2024-06-24,USD/EUR,0.9169
R002930,2025-01-20,USD/GBP,0.7877
R000261,2024-02-03,USD/AUD,1.5059
R001805,2024-08-24,USD/GBP,0.7659
R001571,2024-07-25,USD/EUR,0.9273
R002230,2024-10-19,USD/INR,84.0383
R000185,2024-01-24,USD/CNY,7.164
R002455,2024-11-18,USD/EUR,0.9263
R001744,2024-08-16,USD/INR,84.1667
R001631,2024-08-01,USD/AUD,1.5274
R001717,08/12/2024,USD/CNY,7.2038
R000521,2024-03-09,USD/EUR,0.9046
R002429,2024-11-14,EUR/GBP,0.8596
R002017,2024-09-21,USD/INR,82.9799
R001659,2024-08-05,USD/JPY,147.0053
R001613,2024-07-30,USD/JPY,149.8114
R002476,2024-11-20,EUR/GBP,0.8561
R002127,2024-10-05,USD/INR,82.2176
R003019,2025-01-31,USD/CNY,7.1476
R000608,2024-03-20,USD/INR,82.1644
R000231,2024-01-30,USD/CNY,7.1276
R000332,2024-02-13,USD/EUR,0.9117
R001441,2024-07-08,USD/EUR,0.9261
R001928,09/09/2024,USD/JPY,148.0753
R001092,2024-05-23,USD/JPY,148.4447
R001102,2024-05-24,USD/AUD,1.476
R001130,2024-05-28,USD/CAD,1.3544
R000462,2024-03-01,USD/JPY,148.5524
R000959,2024-05-05,USD/CNY,7.2209
R001663,2024-08-05,USD/CNY,
R000560,2024-03-14,USD_EUR,0.9161
R002739,12/25/2024,USD/INR,84.4931
R002839,2025-01-07,USD/CNY,7.3393
R001520,2024-07-18,usd-inr,84.7426
R002141,2024-10-07,USD/GBP,0.7813
R002929,2025-01-20,USD/EUR,0.9345
R002033,2024-09-23,USD/JPY,149.2074
R002485,2024-11-21,USD/CNY,7.1405
R002539,2024-11-29,USD/EUR,0.9085
R003036,2025-02-03,USD/INR,83.5718
R002098,2024-10-01,USD/AUD,1.5037
R002870,2025-01-12,USD/EUR,0.9313
R000070,2024-01-10,USD/EUR,0.9141
R001573,07/25/2024,USD/INR,83.4442
R000809,2024-04-15,USD/AUD,1.5391
R000012,2024-01-02,USD/JPY,147.8084
R002026,2024-09-22,USD/CAD,1.3525
R002193,2024-10-14,USD/INR,84.8842
R000918,2024-04-30,USD/GBP,0.7815
R001452,2024-07-09,USD/JPY,151.0278
R002688,2024-12-18,USD/CNY,7.0697
R000177,2024-01-23,USD/CNY,7.1809
R000995,2024-05-10,EUR/GBP,0.8415
R002489,2024-11-22,USD/JPY,148.5377
R002570,2024-12-03,USD/EUR,0.9178
R001256,2024-06-13,USD/CAD,1.3337
R001665,2024-08-06,USD/GBP,0.7901
R002192,2024-10-14,USD/GBP,0.7836
R002802,2025-01-02,USD/CNY,7.3734
R002568,2024-12-02,EUR/GBP,0.8555
R003039,2025-02-03,USD/AUD,1.5054
R001791,2024-08-22,USD/JPY,145.7154
R002477,2024-11-20,USD/CNY,7.1634
R002661,2024-12-15,USD/JPY,146.7542
R000157,2024-01-21,USD/JPY,151.2707
R002588,2024-12-05,USD/CAD,1.3473
R001461,2024-07-10,USD/AUD,1.5179
R002047,2024-09-25,USD/GBP,0.78
R001851,2024-08-30,USD/EUR,0.9141
R002510,2024-11-25,USD/GBP,0.7697
R002625,2024-12-10,USD/JPY,149.1085
R002304,2024-10-29,USD/EUR,0.9223
R002006,2024-09-19,EUR/GBP,0.8518
R001186,2024-06-04,EUR/GBP,0.858
R001007,2024-05-12,USD/CAD,1.3621
R000561,2024-03-14,USD/GBP,0.7823
R002257,2024-10-22,EUR/GBP,0.8575
R000911,2024-04-29,USD/INR,82.9439
R001312,2024-06-20,USD/CNY,7.2387
R002050,2024-09-25,USD/AUD,1.5224
R000270,2024-02-04,EUR/GBP,0.8511
R001994,2024-09-18,USD/INR,83.7893
R000266,2024-02-04,USD/INR,82.1618
R000915,2024-04-29,EUR/GBP,0.8492
R002279,2024-10-25,USD/AUD,1.5301
R002232,2024-10-19,USD/CAD,1.3607
R003018,2025-01-31,EUR/GBP,0.8259
R000874,2024-04-24,USD/AUD,1.5089
R002094,2024-10-01,USD/GBP,0.7711
R002447,11/17/2024,USD/EUR,0.9227
R000476,2024-03-03,USD/INR,82.9928
R001653,2024-08-04,USD/AUD,1.523
R001961,2024-09-13,USD/CNY,7.1761
R000046,2024-01-06,USD/CNY,7.1283
R000162,2024-01-22,USD/EUR,0.9272
R002776,2024-12-30,USD/GBP,0.7778
R002678,2024-12-17,USD/CAD,1.3289
R000289,2024-02-07,USD/JPY,148.9173
R003006,2025-01-30,USD/GBP,0.7696
R001949,2024-09-12,USD/INR,
R000576,03/16/2024,USD/EUR,0.8997
R000851,2024-04-21,USD/INR,82.6815
R000912,2024-04-29,USD/JPY,148.8254
R001255,2024-06-13,USD/JPY,150.3231
R001834,2024-08-27,USD/CNY,7.2006
R001723,2024-08-13,USD/AUD,1.5312
R002134,2024-10-06,USD/GBP,0.7846
R001736,2024-08-15,USD/INR,81.8552
R000933,2024-05-02,USD/INR,81.9953
R001101,2024-05-24,USD/CAD,1.3635
R001208,2024-06-07,USD/CAD,1.3411
R002296,2024-10-28,USD/EUR,0.9248
R001844,2024-08-29,USD/GBP,0.7807
R001849,2024-08-29,EUR/GBP,0.8582
R002525,2024-11-27,USD/INR,83.9669
R001695,2024-08-10,USD/EUR,0.9212
R000086,2024-01-12,USD/JPY,147.7549
R000470,2024-03-02,USD/CAD,1.3422
R002274,2024-10-25,USD/EUR,0.9203
R002823,2025-01-05,EUR/GBP,0.8496
R002380,2024-11-08,USD/INR,83.4166
R000234,01/31/2024,USD/INR,82.6579
R002637,2024-12-12,USD/GBP,0.7815
R002524,2024-11-27,USD/EUR,0.9171
R003003,2025-01-29,EUR/GBP,0.8465
R002648,2024-12-13,EUR/GBP,0.8381
R002470,2024-11-20,USD/EUR,0.9181
R001712,2024-08-12,USD/INR,83.0998
R000183,2024-01-24,USD/AUD,1.5037
R000989,2024-05-10,USD/EUR,0.918
R001001,2024-05-11,USD/CAD,1.3689
R001642,2024-08-03,USD/EUR,0.933
R001357,2024-06-26,USD/CNY,7.1408
R001463,2024-07-10,USD/CNY,7.165
R000050,2024-01-07,USD/JPY,145.8819
R002935,2025-01-20,EUR/GBP,0.8574
R002578,2024-12-04,USD/EUR,0.9292
R001259,2024-06-13,USD/CNY,7.1294
R000487,2024-03-04,USD/AUD,1.5102
R003004,2025-01-29,USD/CNY,7.3155
R002546,2024-11-29,USD/CNY,7.2111
R001909,2024-09-06,USD/CNY,7.0943
R000107,2024-01-15,USD/GBP,0.7947
R000444,2024-02-28,USD/GBP,0.7793
R001955,2024-09-13,USD/EUR,0.9145
R000647,2024-03-25,USD/JPY,144.4951
R001763,2024-08-18,USD/AUD,1.5211
R000727,2024-04-04,USD/CNY,7.1813
R002239,2024-10-20,USD/JPY,147.8956
R001857,2024-08-30,EUR/GBP,0.8618
R002331,2024-11-01,USD/AUD,1.5155
R000030,2024-01-04,USD/CNY,7.1591
R000170,2024-01-23,USD/EUR,0.9131
R001002,2024-05-11,USD/AUD,1.5341
R002149,2024-10-08,USD/JPY,148.3467
R000198,2024-01-26,USD/CAD,1.3521
R000496,2024-03-05,USD/CNY,7.2187
R002027,2024-09-22,USD/AUD,1.5474
R000648,2024-03-25,USD/CAD,1.3493
R000045,2024-01-06,EUR/GBP,0.8374
R002759,2024-12-27,USD/CNY,7.0988
R000374,2024-02-18,USD/AUD,1.5346
R000679,2024-03-29,EUR/GBP,0.858
R000567,2024-03-14,USD/CNY,7.0337
R002896,01/15/2025,USD/JPY,154.3305
R000461,2024-03-01,USD/INR,84.8347
R001933,2024-09-10,USD/GBP,0.7764
R001156,2024-05-31,EUR/GBP,0.8586
R000040,2024-01-06,USD/GBP,0.7815
R002483,2024-11-21,USD/AUD,1.5503
R000974,2024-05-08,USD/EUR,0.914
R001787,2024-08-21,USD/CNY,7.1578
R001499,2024-07-15,USD/CAD,1.3638
R002505,2024-11-24,USD/JPY,146.8886
R001836,2024-08-28,USD/GBP,
R002309,2024-10-29,USD/AUD,1.5281
R001841,2024-08-28,EUR/GBP,0.8489
R002084,2024-09-29,USD/CNY,7.0151
R000828,2024-04-18,USD/INR,82.765
R001936,2024-09-10,USD/CAD,1.3297
R002045,2024-09-24,USD/CNY,7.121
R000310,02/10/2024,USD/EUR,0.9181
R000277,2024-02-05,USD/AUD,1.523
R000637,03/24/2024,USD/GBP,0.7864
R000655,03/26/2024,USD/JPY,152.3214
R000623,2024-03-22,USD_INR,84.7658
R001860,2024-08-31,USD/GBP,0.782
R000845,2024-04-20,USD/CAD,1.3522
R000394,2024-02-21,USD/INR,84.7238
R002156,2024-10-09,USD/INR,82.6872
R000350,2024-02-15,USD/CAD,1.3471
R002573,2024-12-03,USD/JPY,148.055
R000785,2024-04-12,USD/INR,83.6657
R000048,2024-01-07,USD/GBP,0.7882
R001979,2024-09-16,USD/GBP,0.774
R002252,2024-10-22,USD/GBP,0.7918
R001656,2024-08-05,USD/EUR,0.9173
R002070,2024-09-28,USD/GBP,0.7872
R000403,2024-02-22,USD/CAD,1.3501
R001108,2024-05-25,USD/CAD,1.3358
R001155,2024-05-31,USD/AUD,1.545
R001440,2024-07-07,USD/CNY,7.2328
R003029,2025-02-02,USD/INR,82.7758
R002002,2024-09-19,USD/INR,83.0798
R000990,2024-05-10,USD/GBP,0.7802
R001866,2024-08-31,USD/CNY,7.0606
R002790,2025-01-01,USD/INR,83.3509
R001311,2024-06-20,EUR/GBP,0.8498
R000034,2024-01-05,USD/JPY,146.9293
R000788,2024-04-12,USD/CNY,7.213
R002972,2025-01-25,USD/CNY,7.1751
R001044,2024-05-17,USD/JPY,148.4428
R000482,03/04/2024,USD/EUR,0.9112
R001244,2024-06-12,USD/EUR,0.9107
R002628,2024-12-10,EUR/GBP,0.8559
R002530,2024-11-27,USD/CNY,7.0988
R000932,2024-05-02,USD/EUR,0.9373
R002405,2024-11-11,USD/AUD,1.5454
R001686,08/08/2024,USD/CNY,7.2653
R001249,2024-06-12,USD/AUD,1.5236
R000760,2024-04-09,USD/EUR,0.9264
R000093,2024-01-13,USD/INR,82.6159
R001176,2024-06-03,USD/JPY,148.0832
R001416,07/04/2024,USD/AUD,1.5341
R001342,2024-06-24,USD/CNY,7.1802
R001473,2024-07-12,USD/INR,
R002852,2025-01-09,USD/AUD,1.5327
R002794,2025-01-01,USD/CNY,7.1135
R002328,2024-11-01,USD/INR,82.8779
R001608,2024-07-29,EUR/GBP,0.8638
R000765,2024-04-09,USD/AUD,1.5375
R002653,2024-12-14,usd-jpy,149.2585
R003027,2025-02-01,USD/CNY,7.1937
R001374,2024-06-29,USD/EUR,0.9052
R001952,2024-09-12,USD/AUD,1.5392
R002449,2024-11-17,USD/INR,82.5479
R001729,2024-08-14,usd-jpy,149.0454
R000258,2024-02-03,USD/INR,82.6112
R000945,2024-05-04,USD/EUR,0.937
R001220,2024-06-09,USD/EUR,0.9397
R001162,2024-06-01,USD/CAD,1.3809
R002543,2024-11-29,USD/CAD,1.3471
R000773,2024-04-10,EUR/GBP,0.8554
R002599,2024-12-07,USD/GBP,0.7894
R001487,2024-07-14,USD/EUR,0.907
R002250,2024-10-21,USD/CNY,7.2462
R000313,2024-02-10,USD/JPY,149.7257
R000291,2024-02-07,USD/AUD,1.5168
R000764,2024-04-09,USD/CAD,1.3487
R002998,2025-01-29,USD/GBP,0.7703
R000184,2024-01-24,EUR/GBP,0.8541
R001177,2024-06-03,USD/CAD,1.3271
R001350,2024-06-25,USD/CNY,7.1639
R002299,2024-10-28,USD/JPY,149.4659
R002872,2025-01-12,usd-inr,83.5814
R001100,05/24/2024,USD/JPY,149.0145
R002989,2025-01-28,USD/EUR,
R000392,2024-02-20,USD/CNY,7.2153
R001920,2024-09-08,USD/JPY,147.7989
R001457,2024-07-10,USD/EUR,0.9269
R001093,2024-05-23,USD/CAD,1.3598
R002023,2024-09-22,USD/EUR,0.9325
R000905,2024-04-28,USD/CAD,1.3526
R002779,2024-12-30,USD/AUD,1.5191
R002603,12/07/2024,USD/AUD,1.5103
R000367,2024-02-17,EUR/GBP,0.8519
R000346,2024-02-15,USD/EUR,0.9221
R002584,2024-12-04,USD/CNY,7.2679
R001373,2024-06-28,USD/CNY,
R001640,2024-08-02,EUR/GBP,0.8409
R000920,04/30/2024,USD/JPY,148.7882
R000212,2024-01-28,USD/CAD,1.3653
R001604,2024-07-29,USD/INR,82.5351
R002551,11/30/2024,USD/CAD,1.3286
R000538,2024-03-11,USD/GBP,0.777
R001221,06/09/2024,USD/GBP,0.7707
R000176,2024-01-23,EUR/GBP,0.857
